First_pokemon,Second_pokemon,Winner
81,96,96
293,483,483
652,368,368
644,148,148
360,458,360
680,244,680
345,732,732
255,625,625
688,357,357
82,246,246
453,305,453
98,483,483
211,235,235
230,326,230
574,630,574
531,128,128
159,617,159
212,29,212
484,396,484
495,139,139
764,718,718
560,167,560
695,594,594
676,351,351
234,110,110
389,135,135
430,645,430
601,29,29
527,153,153
681,484,484
213,476,476
197,572,572
752,40,40
324,647,647
768,526,526
636,307,307
261,754,261
415,167,415
30,268,30
63,246,63
1,249,249
284,248,248
162,713,713
474,483,474
535,567,535
206,14,206
140,522,522
519,657,519
219,313,313
749,445,445
461,789,461
412,741,741
718,736,718
165,570,570
129,48,48
248,155,155
184,105,184
664,555,555
162,743,162
48,484,48
84,604,84
594,680,594
470,321,470
678,696,696
259,384,259
646,21,646
775,266,266
95,409,409
319,563,563
702,313,702
665,497,497
153,516,153
726,773,773
580,676,580
715,577,715
755,69,755
596,125,125
316,161,316
449,60,60
313,614,614
283,388,388
177,588,588
710,748,748
739,143,143
338,92,92
69,700,700
96,758,758
368,481,481
411,414,414
581,115,581
457,356,457
738,601,601
598,454,598
229,369,369
522,219,522
512,729,512
204,480,480
182,707,707
623,472,472
143,140,143
569,327,327
453,736,453
787,742,787
149,347,347
791,662,791
130,333,130
457,464,464
484,9,9
60,647,647
44,384,44
571,672,571
276,231,276
599,110,599
103,614,103
248,574,574
212,697,697
353,175,175
316,790,790
253,685,685
261,288,288
284,624,284
246,736,736
392,68,68
101,526,526
706,418,418
634,411,634
199,310,199
426,141,426
361,53,361
651,705,651
675,747,747
447,399,399
731,674,674
628,758,758
531,455,455
148,675,148
383,761,383
151,472,472
768,184,184
575,349,349
40,163,163
575,502,502
691,246,246
132,135,135
146,105,146
396,215,396
487,780,780
640,774,774
599,682,682
789,335,335
504,278,278
301,787,787
787,798,798
84,535,84
357,557,557
227,92,92
541,392,541
442,508,508
161,521,521
17,186,186
701,518,701
490,454,490
161,727,727
535,766,766
121,278,278
226,697,697
789,200,200
565,775,565
58,437,58
196,360,360
597,725,725
224,207,207
26,15,26
599,630,630
155,328,155
502,202,202
670,131,131
682,457,682
749,513,513
730,668,730
131,212,131
453,513,513
563,31,31
261,426,261
749,587,587
658,14,658
379,685,685
13,762,13
8,162,8
99,506,99
145,614,614
166,504,166
92,364,92
361,716,716
306,452,306
303,638,638
450,332,450
764,288,288
386,354,386
239,700,700
616,194,616
557,348,557
198,68,68
446,519,519
52,482,482
212,5,212
423,283,423
391,199,391
38,48,48
423,164,164
426,2,426
305,372,372
452,184,184
497,442,442
161,486,161
710,167,710
84,438,438
766,674,766
546,795,795
765,684,684
526,701,701
221,431,221
549,88,549
242,550,550
45,524,524
408,485,408
253,73,253
57,407,57
626,398,398
473,691,473
54,756,756
664,256,664
461,446,446
564,684,684
688,370,370
791,575,575
441,357,357
526,520,526
203,469,469
672,768,768
588,194,588
695,402,695
493,380,493
642,670,670
623,451,623
509,187,187
777,571,777
243,87,243
190,783,783
520,184,184
794,373,794
239,277,239
125,136,125
627,158,158
423,141,423
200,523,523
43,369,369
759,591,591
639,749,749
28,636,28
181,460,181
765,531,531
56,233,233
768,309,768
17,744,744
771,92,92
543,229,543
729,426,426
281,190,281
794,403,794
18,148,148
767,231,767
263,239,263
662,691,691
513,789,513
753,134,134
126,48,48
73,142,142
716,553,553
543,303,543
163,16,163
580,570,570
255,571,255
352,730,730
457,341,341
735,800,735
231,167,167
671,395,671
748,85,85
382,69,69
83,686,686
680,218,218
84,520,84
591,675,591
249,270,249
72,751,751
18,250,250
225,594,594
554,629,629
416,704,704
568,304,568
639,61,61
35,155,155
540,346,540
634,585,585
465,427,427
373,559,373
41,44,44
525,435,525
437,439,437
525,757,525
459,241,459
519,305,519
369,654,654
624,100,100
281,146,146
660,401,401
355,119,119
146,171,171
89,623,623
7,725,7
483,34,483
673,588,588
636,517,517
188,541,541
535,691,535
146,482,146
455,722,722
564,378,564
214,429,214
299,343,343
338,18,338
328,673,673
302,340,340
446,166,166
179,358,358
152,82,152
723,739,723
196,461,196
306,729,306
572,250,572
757,372,372
596,488,596
103,381,103
517,88,517
620,425,425
240,50,240
718,100,718
350,437,350
537,338,537
773,624,773
702,753,702
391,465,465
225,43,43
759,268,268
645,438,438
81,248,248
742,623,623
310,786,786
776,29,776
687,112,687
484,185,484
54,745,745
745,505,745
89,201,89
10,692,692
743,213,213
343,634,343
700,281,700
142,295,142
357,645,357
79,610,610
389,223,223
477,559,477
698,586,586
395,439,439
549,776,549
257,528,528
277,73,277
565,206,206
650,40,40
472,619,472
237,551,551
379,275,275
70,351,70
549,162,549
592,524,524
404,240,404
617,16,16
563,762,563
108,490,490
416,26,26
517,475,475
62,82,62
584,784,784
452,471,452
273,416,273
574,29,574
232,175,232
400,186,186
8,656,8
474,115,115
159,347,159
315,401,401
256,688,688
406,94,406
11,279,279
355,780,780
234,580,234
547,710,710
448,659,448
450,345,345
685,155,155
138,448,138
13,463,13
651,181,651
117,707,707
686,544,544
733,695,695
602,19,19
550,475,550
232,6,232
532,199,532
383,722,383
253,57,57
19,416,19
545,268,545
515,727,727
19,695,19
769,523,523
279,112,279
362,528,528
393,454,393
291,421,421
472,418,472
744,573,573
241,251,251
19,603,603
787,202,202
306,39,306
40,586,40
403,127,127
116,376,116
176,446,446
22,547,547
290,358,358
288,540,540
93,738,93
661,384,384
673,241,673
468,332,332
648,697,697
38,746,746
590,212,212
527,401,527
386,779,386
492,8,8
693,366,366
340,416,340
777,595,777
515,115,115
331,55,55
185,211,211
438,136,438
632,577,632
513,430,513
89,102,89
737,389,737
92,773,773
557,15,557
448,781,448
706,306,706
135,252,252
442,560,560
453,475,453
477,567,477
143,653,143
474,566,566
20,403,20
709,260,709
781,224,781
491,536,536
182,579,579
132,142,132
338,259,259
761,562,562
458,460,460
760,734,760
592,186,186
54,783,783
370,330,370
277,569,569
647,646,646
412,548,548
716,320,716
712,128,712
362,483,362
275,10,275
437,766,766
84,357,84
330,230,230
649,172,649
730,554,554
405,517,405
695,491,695
496,781,781
338,111,338
82,409,409
36,58,58
545,565,565
388,258,388
312,421,421
459,143,143
140,155,155
370,607,370
469,639,469
675,22,22
611,427,427
186,319,186
381,745,745
254,446,254
309,73,309
693,685,685
74,500,74
527,273,527
777,365,777
532,261,261
647,443,443
420,793,793
472,456,472
407,150,407
127,715,715
646,284,646
793,325,793
400,280,280
489,94,94
357,349,349
513,152,513
13,146,13
28,663,28
264,213,264
544,337,337
441,565,565
559,652,559
360,779,779
80,478,478
416,778,778
331,433,433
251,527,527
177,346,177
238,763,763
468,73,73
648,700,700
356,437,437
146,250,250
192,725,725
233,731,731
391,394,394
383,48,48
744,310,744
255,760,255
209,704,704
469,522,522
118,397,397
119,758,758
332,310,332
325,664,664
232,572,572
182,348,348
696,576,576
232,554,554
409,583,583
617,654,617
282,6,6
788,290,788
222,350,350
636,600,600
434,137,137
434,797,797
800,107,800
422,795,795
666,402,666
456,613,613
175,235,175
412,14,412
1,178,178
120,256,256
278,226,278
83,694,83
210,43,210
582,702,702
773,726,773
571,282,571
31,226,31
734,253,253
415,80,80
417,374,417
274,531,531
569,681,569
659,581,581
150,616,616
390,466,466
131,766,131
757,519,519
400,679,679
676,589,589
531,659,531
573,545,545
130,245,130
134,606,606
614,114,614
694,565,694
457,423,423
329,248,248
439,679,679
693,375,693
61,543,61
16,478,478
691,147,147
134,22,134
731,798,731
213,228,228
69,525,69
391,64,64
104,501,501
668,760,760
760,401,760
550,769,550
258,338,338
636,695,695
255,367,367
216,439,216
121,51,51
194,473,473
761,24,24
466,661,466
254,541,541
575,469,469
689,401,401
424,61,424
563,496,563
115,539,115
460,580,580
111,247,247
55,433,55
701,209,701
724,179,724
743,660,743
565,716,716
84,307,307
109,606,606
136,38,136
437,306,437
723,435,723
487,522,522
791,609,791
384,168,384
632,186,186
448,567,448
11,755,11
364,347,347
103,677,103
85,59,59
471,256,471
244,741,244
604,43,43
387,226,387
109,792,792
784,557,557
503,338,503
784,501,501
752,193,193
91,258,258
707,422,422
168,120,168
410,763,410
787,319,319
120,793,793
609,767,767
373,157,157
681,324,681
508,467,467
171,139,139
91,117,91
418,304,418
11,568,568
554,597,554
9,781,9
535,638,535
247,662,247
474,473,474
708,104,104
161,431,431
239,74,239
175,635,635
194,51,51
557,286,557
305,603,603
73,237,73
447,60,60
188,509,509
362,217,362
657,222,657
222,677,677
797,500,797
498,401,498
271,659,271
20,494,20
212,342,212
259,226,259
800,280,280
100,254,254
771,602,771
365,609,365
500,77,77
445,87,445
2,190,2
510,329,329
453,715,715
717,353,717
93,653,93
174,188,174
312,505,505
140,681,681
568,225,568
99,319,99
11,349,349
216,400,216
230,326,230
273,796,273
40,795,795
719,640,719
50,720,720
645,399,645
335,743,335
590,750,590
111,675,675
231,275,275
478,533,478
58,165,165
184,115,184
632,503,503
628,706,706
5,597,597
326,617,326
629,375,629
689,347,689
76,612,612
552,104,552
117,298,298
64,624,64
432,186,432
528,541,528
31,688,31
229,133,133
375,18,375
615,560,560
313,360,313
743,34,34
309,497,497
649,299,649
480,595,595
404,444,444
92,415,92
321,482,482
76,627,76
339,616,339
356,197,197
376,113,376
81,498,498
725,376,725
170,724,724
221,745,745
290,508,508
786,362,362
28,501,28
469,293,469
354,113,354
24,77,24
102,300,300
515,566,566
552,218,552
360,362,362
462,463,463
348,558,348
723,54,723
312,723,723
332,295,295
179,82,179
312,504,504
772,727,727
23,35,23
671,767,671
209,699,699
777,473,777
351,518,518
746,393,393
87,415,415
32,663,32
634,721,634
493,323,493
118,397,397
794,780,794
192,616,616
702,545,702
184,51,184
465,500,500
694,267,694
672,777,777
587,762,587
734,394,394
145,333,145
11,431,431
69,164,164
468,442,442
333,193,333
456,73,73
323,54,54
424,223,424
653,657,657
230,756,230
768,148,768
247,700,700
54,224,54
786,611,786
464,741,741
584,254,254
134,133,133
50,229,229
668,560,560
624,7,7
367,730,367
696,560,560
196,623,623
346,657,657
124,127,124
208,60,208
417,199,417
284,704,704
24,690,24
14,169,169
264,255,264
632,64,632
197,654,197
485,174,174
424,49,424
794,758,794
700,466,700
731,626,626
117,426,426
367,677,677
650,609,650
84,598,84
490,620,490
412,142,142
486,387,387
107,729,729
525,694,694
663,163,163
118,184,184
168,297,168
114,433,114
390,264,264
580,528,528
704,389,704
490,600,490
454,642,454
393,561,393
234,643,234
206,73,206
65,290,65
9,37,9
590,227,590
542,679,679
37,253,37
518,426,426
68,438,438
242,483,483
43,676,43
352,192,192
205,441,205
446,120,446
104,412,104
612,53,612
245,664,245
629,776,629
795,698,795
301,628,301
739,790,790
681,594,681
398,617,398
553,346,553
159,462,159
407,190,190
593,740,740
75,340,340
606,761,606
468,59,59
235,713,713
415,75,75
552,417,552
609,646,646
49,544,544
708,719,708
332,681,681
491,387,387
24,222,24
645,136,136
263,593,263
475,266,475
380,368,368
56,681,56
514,661,514
441,51,441
609,214,214
81,159,159
414,768,414
482,428,428
109,523,109
95,37,37
629,290,629
22,701,701
628,201,628
85,335,85
674,145,674
79,120,120
521,793,793
415,162,162
70,756,70
267,61,61
486,776,776
562,273,273
707,764,707
349,53,349
96,352,352
654,47,47
525,478,478
509,277,509
116,790,116
690,778,690
360,140,360
142,486,142
69,387,387
141,755,141
533,124,124
641,732,732
448,534,534
590,27,590
47,663,663
253,474,474
334,457,334
527,313,313
29,74,29
259,648,648
542,392,542
446,654,446
602,355,602
391,266,391
381,601,381
338,636,338
571,227,571
188,143,143
24,375,24
158,404,158
292,201,201
750,565,565
139,345,139
306,505,505
342,104,342
683,554,554
648,546,546
555,268,555
251,86,251
218,296,296
477,101,101
565,300,300
431,267,431
403,295,403
158,64,158
477,523,477
442,130,130
554,37,554
493,294,493
3,733,3
749,525,525
50,735,735
800,91,800
217,374,217
541,627,541
636,344,344
9,148,9
88,260,88
105,463,463
448,793,793
471,387,387
649,526,649
574,105,574
717,152,717
562,574,574
416,678,416
402,431,431
562,687,687
645,722,722
481,302,481
221,13,13
577,209,209
404,508,508
742,192,192
785,237,785
81,281,281
616,653,616
625,537,537
676,692,692
128,711,711
207,489,489
219,676,219
312,731,731
7,306,7
135,627,135
409,87,409
527,310,527
404,267,404
345,320,320
797,441,797
438,159,438
414,32,32
2,97,2
52,108,108
200,386,200
146,212,212
270,368,270
467,369,467
528,252,528
330,498,498
332,324,332
16,268,16
788,276,276
347,280,280
272,560,272
158,121,121
315,82,315
62,374,62
427,447,427
754,610,610
500,85,85
256,434,434
388,546,546
162,497,162
563,346,563
37,601,37
292,481,481
442,398,398
175,635,635
396,514,514
117,472,472
569,425,425
697,542,542
741,531,531
408,725,725
468,426,426
499,198,499
473,299,299
129,31,31
475,673,475
348,276,276
222,237,222
389,598,598
589,730,589
730,137,137
623,755,623
595,260,260
321,747,747
205,600,205
120,773,120
390,455,455
438,444,438
600,767,600
157,724,724
135,324,135
124,438,438
232,244,232
193,759,193
268,137,137
526,203,526
261,673,261
52,461,461
561,347,347
160,408,408
156,134,156
671,319,319
656,96,656
137,548,137
653,465,653
393,151,393
286,313,313
750,296,296
586,11,11
507,51,507
443,449,443
252,461,252
79,244,244
620,789,620
617,470,617
497,251,251
619,334,619
198,110,198
790,22,790
600,597,600
320,277,320
630,552,552
42,508,508
173,243,243
553,275,275
544,225,544
373,633,633
375,547,547
313,389,389
5,338,338
227,120,227
671,539,539
387,502,502
497,67,67
255,445,255
73,60,60
121,485,121
253,791,253
49,48,48
371,7,7
601,113,601
243,747,747
541,227,541
766,156,156
54,305,305
762,642,642
742,697,697
776,113,776
666,702,702
580,537,537
505,32,32
87,207,207
348,19,19
39,162,162
635,658,635
656,147,147
590,656,590
250,643,643
422,777,422
384,44,44
68,224,68
103,386,103
85,607,85
256,781,781
2,594,2
730,619,730
373,443,443
342,701,701
312,153,153
452,677,677
617,355,617
271,517,271
109,567,109
606,670,606
445,604,604
569,526,526
370,800,800
20,452,20
658,613,658
27,459,27
40,578,40
399,173,173
182,449,449
177,517,177
405,157,157
703,497,703
300,265,265
213,218,213
219,290,219
730,169,169
631,285,631
574,794,574
421,494,421
387,128,387
446,440,446
157,774,157
114,256,114
652,737,737
260,382,260
59,335,59
264,398,398
81,415,415
176,532,532
19,489,19
398,290,398
193,611,611
549,77,549
741,331,741
428,305,428
761,239,239
15,608,608
252,709,709
215,552,552
213,764,213
401,312,401
477,407,477
161,348,161
279,118,279
152,263,263
629,784,629
642,27,27
651,658,658
783,740,740
454,223,223
332,244,332
191,160,160
277,235,277
585,783,783
167,106,106
664,243,664
511,372,372
134,530,134
666,468,666
776,47,776
560,420,420
280,24,24
339,555,339
485,535,535
517,195,517
68,726,726
760,14,760
543,736,543
413,331,413
38,337,337
150,297,150
81,258,81
376,241,376
192,721,192
631,616,616
746,185,746
729,717,717
264,537,264
21,490,490
142,388,142
73,415,415
672,152,672
129,463,463
